146,14,107152348,107288870,2,1,2,1
147,15,20000538,20080578,2,1,1,0
148,15,20081578,22578202,2,1,2,1
149,15,22579538,22779976,2,1,3,1
150,15,22781223,22948789,2,1,2,1
151,15,22949828,22963253,2,1,3,1
152,15,22964647,23248726,2,1,2,1
153,15,23250251,23722627,2,1,3,1
154,15,23723805,23796968,2,1,4,1
155,15,23798089,23991669,2,1,3,1
156,15,23993038,84810480,2,1,1,0
157,15,84811774,84832483,2,1,3,1
158,15,84833634,84933559,2,1,2,1
159,15,84935322,85339036,2,1,3,1
160,15,85341072,85485834,2,1,2,1
161,15,85487596,85555953,2,1,3,1
162,15,85557666,85572699,2,1,2,1
163,15,85574015,85597244,2,1,3,1
164,15,85598388,85612036,2,1,2,1
165,15,85613701,85638924,2,1,3,1
166,15,85640282,85664676,2,1,2,1
167,15,85666463,85717473,2,1,3,1
168,15,85718506,86179867,2,1,2,1
169,15,86180987,86195731,2,1,3,1
170,15,86197159,86400926,2,1,2,1
171,15,86402156,86489079,2,1,3,1
172,15,86491422,87029225,2,1,2,1
173,15,87030896,87073363,2,1,3,1
174,15,87075369,87116609,2,1,2,1
175,15,87117769,89433712,2,1,3,1
176,15,89434766,89461996,2,1,2,1
177,15,89464652,89957195,2,1,3,1
178,15,89958429,90164185,2,1,2,1
179,15,90165185,90387346,2,1,3,1
180,15,90388843,90618867,2,1,2,1
181,15,90620712,90640998,2,1,3,1
182,15,90642668,90718169,2,1,2,1
183,15,90719400,90770454,2,1,3,1
184,15,90771704,90799282,2,1,2,1
185,15,90800293,90841271,2,1,3,1
186,15,90842384,91062280,2,1,2,1
187,15,91064533,91080512,2,1,3,1
188,15,91081791,91226586,2,1,2,1
189,15,91228236,91237604,2,1,3,1
190,15,91239193,92006998,2,1,2,1
191,15,92008265,92759870,2,1,3,1
192,15,92761066,92797031,2,1,2,1
193,15,92798046,93017989,2,1,3,1
194,15,93019143,93382336,2,1,2,1
195,15,93383348,93413594,2,1,3,1
196,15,93414755,93681109,2,1,2,1
197,15,93682148,93854612,2,1,3,1
198,15,93855808,94291208,2,1,2,1
199,15,94292696,94631707,2,1,3,1
200,15,94632830,94848183,2,1,2,1
201,15,94849637,95347438,2,1,3,1
202,15,95349760,95414954,2,1,2,1
203,15,95416314,95500162,2,1,3,1
204,15,95501182,95534196,2,1,2,1
205,15,95535244,95974344,2,1,3,1
206,15,95975748,96018577,2,1,2,1
207,15,96019639,96508029,2,1,3,1
208,15,96510059,96663136,2,1,2,1
209,15,96664707,98774263,2,1,3,1
210,15,98775378,98784684,2,1,2,1
211,15,98785780,99360125,2,1,3,1
212,15,99361263,99445427,2,1,2,1
213,15,99446632,99731784,2,1,3,1
214,15,99733009,100274144,2,1,2,1
215,15,100275609,100305955,2,1,3,1
216,15,100307179,100651952,2,1,2,1
217,15,100653020,100765138,2,1,3,1
218,15,100766580,101072439,2,1,2,1
219,15,101073669,101649654,2,1,3,1
220,15,101650678,101769618,2,1,2,1
221,15,101770761,102366214,2,1,3,1
222,15,102367853,102520794,2,1,2,1
223,16,60291,34173434,2,1,2,1
224,16,34174738,90292766,2,1,1,0
225,17,828,81185372,2,1,2,1
226,18,16444,7412200,2,1,1,0
227,18,7413443,7536612,2,1,2,0
228,18,7537675,78017073,2,1,1,0
229,19,226776,59118779,2,1,2,1
230,20,61098,62962869,2,1,3,1
231,21,9411410,48119634,2,1,2,1
232,22,16051249,23039713,2,1,3,1
233,22,23041100,23137472,2,1,4,2
234,22,23139043,23248256,2,1,6,3
235,22,23249354,51240820,2,1,3,1
236,X,2699555,32097405,1,0,1,0
237,X,32100414,32200753,1,0,0,0
238,X,32201893,154929412,1,0,1,0
239,Y,2657176,6829852,1,0,1,0
240,Y,6832587,28769098,1,0,0,0
